job_title,company,industry,skills,experience_level,employment_type,location,salary,posted_date,company_size,tools_preferred,data_source
145,"Barber, Green and Fernandez",Retail,"Scikit-learn, PyTorch, Python, GCP",Entry,Contract,"Ryanberg, MD",68548-93154,2024-07-30,Mid,"MLflow, KDB+",ai_job_market
146,"Baker, Nichols and Chen",Education,"LangChain, Keras, Hugging Face, Scikit-learn, Reinforcement Learning",Entry,Contract,"West Carloston, CO",82795-123262,2025-03-10,Large,"BigQuery, MLflow, Scikit-learn",ai_job_market
147,Crawford-Cooper,E-commerce,"FastAPI, Python, Pandas, Azure",Entry,Internship,"Calderonfurt, KN",94239-122634,2025-08-17,Mid,BigQuery,ai_job_market
148,"Manning, Hernandez and Serrano",Retail,"Power BI, Flask, GCP, CUDA",Mid,Remote,"New Crystalport, BF",64790-95818,2023-12-19,Large,FastAPI,ai_job_market
149,Sanchez and Sons,E-commerce,"PyTorch, AWS, SQL",Senior,Remote,"North Melissa, NL",133389-145372,2025-09-17,Startup,"PyTorch, Scikit-learn",ai_job_market
150,Gomez-Mosley,Automotive,"CUDA, Python, Keras, SQL",Senior,Internship,"East James, CR",112241-126511,2024-12-28,Mid,KDB+,ai_job_market
151,"Knox, Kirby and Rogers",Education,"NumPy, AWS, Azure, TensorFlow, CUDA",Mid,Remote,"Cynthiamouth, SC",66955-108050,2024-03-08,Startup,"FastAPI, TensorFlow, LangChain",ai_job_market
152,Johnson-Hansen,E-commerce,"Python, Keras, PyTorch",Mid,Internship,"New Christopher, KG",84480-167599,2024-03-21,Mid,Scikit-learn,ai_job_market
153,Allen-Carr,Finance,"TensorFlow, FastAPI, AWS",Mid,Contract,"West Jamesborough, BT",74795-159585,2023-12-14,Mid,Scikit-learn,ai_job_market
154,Carroll-Peterson,Education,"CUDA, MLflow, LangChain",Mid,Internship,"Lake Amanda, PG",128089-227314,2024-07-27,Startup,"TensorFlow, FastAPI, PyTorch",ai_job_market
155,Castillo and Sons,Healthcare,"Flask, GCP, Azure, Reinforcement Learning, PyTorch",Mid,Contract,"New Monicaborough, KH",59563-117049,2024-06-04,Mid,"MLflow, PyTorch, KDB+",ai_job_market
156,Dixon-Fields,Automotive,"PyTorch, Power BI, TensorFlow, Keras",Senior,Remote,"New Christinastad, GY",124014-215657,2024-11-23,Startup,"BigQuery, KDB+",ai_job_market
157,Ashley-Espinoza,Education,"Python, LangChain, Hugging Face, Excel, Flask, Reinforcement Learning",Senior,Internship,"Elizabethchester, KZ",82670-112083,2025-06-23,Startup,"TensorFlow, MLflow",ai_job_market
158,"Scott, Nelson and Cooke",Education,"Flask, Keras, Hugging Face, Azure, C++, SQL",Senior,Remote,"Hayesberg, AG",99523-190227,2025-01-02,Mid,"MLflow, Scikit-learn, FastAPI",ai_job_market
159,Wright-Pennington,Finance,"R, NumPy, Keras, TensorFlow, Python, GCP",Mid,Contract,"Bentonland, BG",63560-115745,2025-09-14,Large,"Scikit-learn, KDB+, BigQuery",ai_job_market
160,Garcia-Martinez,Education,"Power BI, Flask, LangChain, Excel, MLflow",Mid,Contract,"Michaeltown, UY",96246-127172,2025-03-16,Large,"Scikit-learn, BigQuery, KDB+",ai_job_market
161,Ryan-Ward,Education,"FastAPI, Azure, Power BI, CUDA, Flask",Mid,Internship,"Hernandezfurt, MX",133411-230008,2024-02-05,Mid,"KDB+, BigQuery",ai_job_market
162,"Ross, Torres and Griffith",Healthcare,"MLflow, Excel, LangChain",Senior,Contract,"Jessicamouth, PS",44241-67386,2023-12-04,Large,"FastAPI, PyTorch",ai_job_market
163,"Contreras, Taylor and Nelson",Education,"NumPy, Scikit-learn, AWS, Power BI, SQL",Mid,Internship,"North Danielfort, LC",42621-93559,2025-03-16,Startup,"Scikit-learn, MLflow, BigQuery",ai_job_market
164,French Inc,Finance,"R, Keras, NumPy, FastAPI",Entry,Remote,"East Ritaburgh, AM",75069-172405,2025-08-06,Mid,"TensorFlow, MLflow",ai_job_market
165,"Roth, Le and Hamilton",Healthcare,"Keras, GCP, NumPy, AWS",Mid,Full-time,"Lake Eriktown, TZ",110005-156652,2025-04-14,Large,LangChain,ai_job_market
166,"Boyd, Gallagher and Thompson",Healthcare,"Hugging Face, Reinforcement Learning, LangChain",Senior,Internship,"Brandonton, RO",127733-156796,2025-09-16,Large,"BigQuery, MLflow, FastAPI",ai_job_market
167,Benjamin-Nguyen,Tech,"LangChain, TensorFlow, AWS, Reinforcement Learning",Senior,Internship,"Barryborough, JM",81580-132667,2024-04-16,Startup,"TensorFlow, BigQuery",ai_job_market
168,Coleman-Jimenez,Automotive,"FastAPI, Reinforcement Learning, Hugging Face, GCP, R",Entry,Internship,"West Alexanderberg, MG",46318-73935,2024-10-18,Mid,TensorFlow,ai_job_market
169,Williams-Gross,Finance,"Power BI, Excel, SQL, AWS, Azure",Entry,Full-time,"Ericport, BR",83360-173396,2024-12-11,Startup,"FastAPI, MLflow, KDB+",ai_job_market
170,Gonzalez Ltd,E-commerce,"FastAPI, AWS, PyTorch",Mid,Remote,"Johnsonmouth, BS",50841-149011,2025-05-02,Mid,LangChain,ai_job_market
171,Hart-Miller,E-commerce,"CUDA, Python, Keras",Senior,Internship,"South Gary, BN",84196-183723,2025-03-15,Startup,"FastAPI, PyTorch, TensorFlow",ai_job_market
172,Kim Inc,Tech,"Flask, Azure, Hugging Face, FastAPI, Excel",Mid,Contract,"West Ralphview, SL",92704-181511,2024-05-25,Mid,"PyTorch, BigQuery",ai_job_market
173,Horton LLC,Tech,"TensorFlow, CUDA, Reinforcement Learning, Flask, R",Entry,Internship,"Debraview, HU",61245-133612,2024-01-31,Mid,"FastAPI, PyTorch",ai_job_market
174,Mendoza Ltd,Retail,"NumPy, MLflow, Python, C++, Azure",Mid,Internship,"North Michael, CU",91839-153147,2024-08-01,Large,"FastAPI, MLflow",ai_job_market
175,"Alexander, Warner and Mendez",Tech,"NumPy, PyTorch, C++, MLflow, TensorFlow",Entry,Contract,"Joneston, TL",65330-149814,2025-01-24,Mid,"TensorFlow, KDB+, MLflow",ai_job_market
176,Williams Ltd,Automotive,"Power BI, Azure, FastAPI, LangChain, NumPy",Mid,Contract,"Port Ariel, TR",142316-210339,2025-01-21,Mid,"KDB+, BigQuery",ai_job_market
177,Mills Group,Finance,"Excel, Azure, Python, R, Hugging Face",Mid,Internship,"Johnathanmouth, HN",86369-153860,2025-04-29,Mid,"PyTorch, LangChain, MLflow",ai_job_market
178,Jordan-Graves,Healthcare,"Power BI, MLflow, NumPy, Pandas",Senior,Full-time,"East Jennifer, EE",123834-203953,2025-08-01,Startup,"Scikit-learn, PyTorch, LangChain",ai_job_market
179,Casey-Smith,Automotive,"LangChain, R, Hugging Face, Scikit-learn",Mid,Remote,"Romerobury, BI",86874-127959,2024-10-07,Mid,"TensorFlow, BigQuery, KDB+",ai_job_market
180,Melton-Turner,Retail,"Power BI, TensorFlow, Azure, CUDA, GCP, Pandas",Entry,Internship,"West Chelseafurt, AU",91853-143054,2024-02-22,Startup,"TensorFlow, FastAPI",ai_job_market
181,Gutierrez-Hernandez,E-commerce,"Reinforcement Learning, SQL, Scikit-learn, AWS",Senior,Remote,"Lake Thomas, MD",115282-183026,2025-05-23,Large,"KDB+, Scikit-learn, PyTorch",ai_job_market
182,"Oliver, Tran and Jackson",Finance,"Scikit-learn, LangChain, Hugging Face, Python",Mid,Internship,"North Briannafort, PH",100075-181375,2024-06-08,Startup,PyTorch,ai_job_market
183,Diaz-Hardy,Healthcare,"Python, NumPy, Flask, LangChain, R",Entry,Internship,"Davidstad, BY",84286-155592,2024-08-22,Startup,"BigQuery, TensorFlow",ai_job_market
184,White-Hayes,Automotive,"PyTorch, Python, GCP, MLflow",Senior,Full-time,"West Derek, VU",81464-148211,2024-03-26,Large,"Scikit-learn, BigQuery",ai_job_market
185,Dominguez Ltd,Education,"Python, MLflow, Azure, TensorFlow, Power BI",Entry,Remote,"East Christopher, EE",142464-186808,2025-01-29,Mid,TensorFlow,ai_job_market
186,"Welch, Green and Williams",E-commerce,"NumPy, R, MLflow, C++, FastAPI",Entry,Contract,"Emmafurt, GN",121357-161420,2024-10-21,Large,BigQuery,ai_job_market
187,Reed LLC,Healthcare,"Excel, CUDA, Pandas",Mid,Full-time,"Andreside, GA",126266-151205,2024-01-20,Large,"LangChain, MLflow",ai_job_market
188,Brown and Sons,Retail,"Scikit-learn, SQL, Keras, GCP, AWS, NumPy",Mid,Remote,"New Donald, CU",43986-115213,2024-09-14,Large,KDB+,ai_job_market
189,Gutierrez Group,Automotive,"PyTorch, SQL, Reinforcement Learning, MLflow, AWS",Entry,Internship,"New Andrea, ST",62157-96230,2024-09-29,Large,BigQuery,ai_job_market
190,"Robinson, Stafford and Hoffman",Retail,"FastAPI, GCP, LangChain, MLflow",Entry,Full-time,"Palmerburgh, CF",102546-120953,2024-05-30,Large,"PyTorch, KDB+",ai_job_market
191,"Wu, Browning and Ramos",Tech,"NumPy, R, Power BI, CUDA",Mid,Internship,"North Louis, UY",79611-163781,2024-10-28,Mid,"MLflow, LangChain, FastAPI",ai_job_market
192,Jones-Curtis,Education,"Pandas, CUDA, PyTorch",Senior,Full-time,"North Nataliemouth, SR",142867-168105,2024-01-25,Mid,"FastAPI, BigQuery",ai_job_market
193,Lewis-Brooks,Retail,"Azure, Python, Hugging Face, SQL",Mid,Contract,"Owenshaven, LY",63520-101934,2024-02-11,Mid,"MLflow, KDB+",ai_job_market
194,"Hobbs, Lawson and Robertson",Retail,"MLflow, PyTorch, Scikit-learn",Senior,Internship,"Port Ricardo, SR",116202-179210,2024-05-19,Large,"LangChain, KDB+",ai_job_market
195,"Gonzales, Lane and Hart",Healthcare,"Pandas, Reinforcement Learning, FastAPI",Mid,Internship,"Kaylaland, DE",137620-173474,2023-11-04,Mid,Scikit-learn,ai_job_market
196,Kim PLC,Retail,"TensorFlow, SQL, NumPy",Entry,Internship,"North Jamietown, KE",131485-218283,2024-12-08,Mid,"BigQuery, FastAPI",ai_job_market
197,"Vasquez, Fleming and Jones",Tech,"Flask, C++, TensorFlow, Reinforcement Learning, R",Entry,Internship,"East Melindastad, TO",117341-158797,2024-08-27,Startup,"Scikit-learn, TensorFlow, FastAPI",ai_job_market
198,Rice Inc,Automotive,"LangChain, Python, SQL",Entry,Internship,"East Linda, KP",123706-167631,2024-08-15,Mid,BigQuery,ai_job_market
199,"Morris, Jensen and Hamilton",Tech,"Azure, Scikit-learn, Keras, R, Hugging Face",Mid,Contract,"Port Mckenzie, BO",43828-96329,2024-04-01,Mid,"BigQuery, KDB+",ai_job_market
200,Gonzalez and Sons,Education,"NumPy, AWS, LangChain",Entry,Full-time,"New Traceyborough, BG",130984-170051,2025-06-17,Startup,PyTorch,ai_job_market
201,Robinson-Hall,E-commerce,"C++, Scikit-learn, CUDA, LangChain",Entry,Internship,"Flowersberg, MG",125831-194965,2024-12-31,Large,"BigQuery, PyTorch",ai_job_market
202,Mendoza Ltd,Finance,"NumPy, Excel, Azure, AWS",Entry,Contract,"Chandlerville, RS",96628-121086,2024-11-07,Mid,"PyTorch, TensorFlow, FastAPI",ai_job_market
203,Richards-Barnes,Finance,"Power BI, GCP, FastAPI, C++, Pandas, SQL",Entry,Remote,"Williamton, TM",85788-132802,2024-02-16,Large,"LangChain, KDB+, FastAPI",ai_job_market
204,Bailey-Harris,Automotive,"MLflow, Flask, Azure, CUDA, FastAPI",Mid,Internship,"Lake Sarah, SY",147975-247578,2025-05-12,Startup,TensorFlow,ai_job_market
205,Soto and Sons,Automotive,"Pandas, AWS, R, TensorFlow, FastAPI, MLflow",Entry,Contract,"East Johnton, HR",48226-90071,2024-12-24,Mid,BigQuery,ai_job_market
206,Williams Ltd,Healthcare,"Python, Power BI, PyTorch",Senior,Full-time,"Samuelhaven, BO",62447-129068,2025-01-22,Startup,MLflow,ai_job_market
207,Lane-Weaver,Retail,"TensorFlow, Python, AWS, Reinforcement Learning, NumPy, CUDA",Senior,Internship,"Garciamouth, KI",110876-127413,2024-05-18,Large,TensorFlow,ai_job_market
208,Hernandez PLC,Education,"SQL, MLflow, R",Senior,Remote,"Lake Charlesmouth, CL",85915-109356,2023-10-13,Startup,Scikit-learn,ai_job_market
209,Ortiz-Mcfarland,Finance,"NumPy, Reinforcement Learning, Azure, C++, R",Entry,Full-time,"Reyesview, NR",143326-161834,2024-01-09,Large,"Scikit-learn, BigQuery, FastAPI",ai_job_market
210,Rice-Hendricks,Healthcare,"Power BI, Azure, SQL, C++, Hugging Face",Senior,Full-time,"East William, NZ",89991-179017,2024-01-01,Mid,"KDB+, FastAPI, PyTorch",ai_job_market
211,"Brown, Jackson and Carr",E-commerce,"Python, Pandas, AWS, TensorFlow, SQL",Senior,Remote,"Greeneton, LU",67897-156557,2023-11-08,Mid,"KDB+, FastAPI",ai_job_market
212,"Kelley, Steele and Bell",Finance,"LangChain, Flask, PyTorch, Python",Entry,Remote,"South Anthonyfurt, BO",44318-101581,2024-01-16,Mid,FastAPI,ai_job_market
213,Cline PLC,Tech,"Keras, Azure, Excel, TensorFlow",Mid,Internship,"Hannahside, KI",67657-112933,2024-12-31,Mid,"Scikit-learn, MLflow",ai_job_market
214,Shah-White,Finance,"Keras, CUDA, PyTorch, Power BI",Entry,Contract,"Lake Erikburgh, ZM",97752-152521,2025-01-29,Large,BigQuery,ai_job_market
215,Davis-Butler,Automotive,"Scikit-learn, Power BI, PyTorch, SQL, Excel, AWS",Entry,Internship,"South Zacharyburgh, ES",93403-169785,2024-01-13,Mid,LangChain,ai_job_market
216,"Newton, Kelly and Martinez",Automotive,"Azure, NumPy, LangChain, FastAPI, Hugging Face, Keras",Senior,Remote,"Lake Johnchester, CG",143054-182950,2024-01-08,Mid,"FastAPI, PyTorch, TensorFlow",ai_job_market
217,Berry-Lewis,E-commerce,"AWS, Python, Flask, Pandas, Azure, LangChain",Entry,Internship,"Melissaton, LA",123977-182190,2023-10-24,Startup,Scikit-learn,ai_job_market
218,"Brandt, Fuller and Cruz",Finance,"Hugging Face, R, C++",Mid,Remote,"New Sydneyton, PH",108708-183957,2024-07-09,Large,"TensorFlow, LangChain, FastAPI",ai_job_market
219,Turner PLC,Tech,"Python, NumPy, Excel, Azure, Scikit-learn",Entry,Contract,"Jasonfurt, BW",42431-121809,2024-09-09,Mid,"BigQuery, PyTorch",ai_job_market
220,Sanchez Ltd,Automotive,"Power BI, GCP, MLflow, CUDA, Flask",Entry,Full-time,"Barnetthaven, IN",129721-169068,2025-03-16,Startup,"KDB+, PyTorch",ai_job_market
221,Crawford Group,Automotive,"PyTorch, Reinforcement Learning, Azure, Python, AWS, Hugging Face",Mid,Contract,"Abbottmouth, IN",51999-114433,2024-11-06,Mid,"FastAPI, LangChain, TensorFlow",ai_job_market
222,"Humphrey, Barrett and Colon",E-commerce,"Pandas, MLflow, Azure, Reinforcement Learning, FastAPI, R",Senior,Full-time,"Davidmouth, IE",133703-230141,2024-06-20,Large,"MLflow, PyTorch, TensorFlow",ai_job_market
223,Obrien PLC,Education,"Pandas, AWS, R, PyTorch, Power BI, NumPy",Senior,Remote,"Mariochester, BY",75109-126693,2025-06-17,Large,MLflow,ai_job_market
224,"Stanton, Martin and Martin",Automotive,"C++, NumPy, Power BI, MLflow, CUDA",Senior,Contract,"West Sally, GR",102227-124205,2024-06-06,Large,"BigQuery, TensorFlow",ai_job_market
225,"James, Payne and Roth",Education,"Power BI, Azure, R",Mid,Remote,"West Ernest, BY",77125-136585,2024-09-08,Mid,"LangChain, Scikit-learn, FastAPI",ai_job_market
226,"Bowen, Flores and Williams",Finance,"NumPy, C++, AWS, SQL, MLflow",Senior,Internship,"Alanside, SK",114539-151150,2024-10-02,Mid,"PyTorch, Scikit-learn",ai_job_market
227,Flynn LLC,Retail,"Azure, C++, Reinforcement Learning",Entry,Contract,"Carrollview, HN",42773-105072,2023-10-01,Mid,"BigQuery, Scikit-learn, LangChain",ai_job_market
228,"Campos, Floyd and Clark",Finance,"Power BI, Hugging Face, Keras, Reinforcement Learning, TensorFlow, Excel",Entry,Contract,"Changside, DJ",122640-208762,2024-05-13,Mid,LangChain,ai_job_market
229,"Henderson, Lynch and Lindsey",Education,"MLflow, LangChain, Hugging Face, Azure, Flask",Mid,Full-time,"Thomasland, NI",90611-152714,2024-04-23,Mid,TensorFlow,ai_job_market
230,Mitchell-Peters,Tech,"SQL, Keras, Scikit-learn, NumPy",Senior,Internship,"Melissaview, GN",61529-88876,2023-12-16,Mid,"KDB+, FastAPI",ai_job_market
231,Mcfarland Inc,Tech,"NumPy, Pandas, Hugging Face",Mid,Contract,"Gatesburgh, ZM",62907-140660,2025-04-19,Mid,"TensorFlow, MLflow, LangChain",ai_job_market
232,Jones and Sons,Finance,"Scikit-learn, Keras, C++",Mid,Internship,"Lake Jose, ML",87618-184731,2024-05-01,Mid,"BigQuery, MLflow, KDB+",ai_job_market
233,"Nash, Anderson and Brown",Retail,"MLflow, GCP, TensorFlow, AWS",Senior,Full-time,"New Jeffrey, SV",129185-169420,2025-04-11,Startup,"TensorFlow, LangChain, BigQuery",ai_job_market
234,"Whitehead, Summers and Nelson",Education,"Flask, Excel, Keras, PyTorch, Python",Entry,Internship,"East Bryce, IS",127161-187759,2024-12-21,Startup,Scikit-learn,ai_job_market
235,Gonzalez-Thompson,Education,"SQL, Python, MLflow",Senior,Remote,"Graceville, TO",91557-109518,2023-12-10,Mid,MLflow,ai_job_market
236,"Simon, Price and Dickson",Tech,"PyTorch, Excel, Reinforcement Learning, Scikit-learn, Azure",Entry,Remote,"Williamsside, NE",85776-173610,2024-09-11,Mid,"BigQuery, KDB+",ai_job_market
237,Strickland-Stevenson,Automotive,"Excel, Hugging Face, PyTorch, R, SQL, Flask",Senior,Internship,"East Mary, LI",95255-160292,2024-09-09,Mid,"TensorFlow, PyTorch, LangChain",ai_job_market
238,Kramer Inc,Automotive,"Scikit-learn, Hugging Face, Pandas, Keras, TensorFlow",Senior,Remote,"Garzaside, NA",70536-137707,2024-08-24,Mid,"TensorFlow, Scikit-learn",ai_job_market
239,Mahoney-Collins,Finance,"FastAPI, MLflow, LangChain, Hugging Face, Power BI",Entry,Remote,"Marktown, AO",56526-149136,2023-10-29,Startup,"TensorFlow, KDB+, BigQuery",ai_job_market
240,Ortiz PLC,Finance,"Pandas, Keras, Python, NumPy, GCP",Senior,Remote,"South Staceyport, IN",40077-124906,2023-09-26,Large,"PyTorch, MLflow",ai_job_market
241,"Donaldson, Cox and Lopez",Finance,"Power BI, Azure, SQL, Flask, NumPy, CUDA",Entry,Remote,"Port Marcusville, US",136304-175873,2025-08-19,Large,"BigQuery, Scikit-learn",ai_job_market
242,"Clark, Baker and Parks",Automotive,"Keras, SQL, FastAPI, GCP, Flask",Mid,Full-time,"Singhfort, PA",45264-63508,2025-08-17,Mid,"LangChain, BigQuery",ai_job_market
243,Anderson-Gonzalez,E-commerce,"Excel, Keras, Pandas, CUDA, SQL, Hugging Face",Senior,Internship,"Samuelton, DK",70448-88238,2024-05-05,Startup,"MLflow, KDB+, BigQuery",ai_job_market
244,Walker-Becker,Retail,"CUDA, PyTorch, Excel",Senior,Internship,"Port Andrewside, MT",132241-182322,2024-08-29,Mid,LangChain,ai_job_market
245,Hall Group,Finance,"Flask, Scikit-learn, FastAPI, Power BI",Senior,Contract,"New Manuelbury, LS",97077-144023,2023-12-13,Mid,"PyTorch, BigQuery",ai_job_market
246,Blake-Daugherty,E-commerce,"Flask, C++, CUDA, R",Senior,Internship,"Lake Adamfurt, BR",93070-155510,2024-04-10,Startup,"LangChain, Scikit-learn",ai_job_market
247,Powers Group,Education,"R, Pandas, TensorFlow",Senior,Internship,"Grahamshire, PH",110751-196979,2024-10-18,Mid,"TensorFlow, LangChain",ai_job_market
248,Bernard-Herrera,Education,"MLflow, Hugging Face, FastAPI, Azure",Entry,Internship,"Port Denise, MV",57928-153531,2025-05-29,Mid,"Scikit-learn, KDB+",ai_job_market
249,Thomas Group,Education,"NumPy, MLflow, PyTorch, Pandas, FastAPI",Entry,Internship,"New Melissa, KM",139669-235176,2024-09-13,Startup,BigQuery,ai_job_market
250,Phelps-Johnson,Education,"FastAPI, TensorFlow, Keras, Excel, Pandas",Mid,Full-time,"Lake Kristen, SY",76192-110813,2024-12-25,Mid,BigQuery,ai_job_market
251,Young-Brown,Healthcare,"Power BI, C++, Flask, Keras, Reinforcement Learning, SQL",Mid,Remote,"North Samuel, UY",86522-144139,2024-09-04,Large,TensorFlow,ai_job_market
252,"Alvarez, Martinez and Miller",Finance,"FastAPI, MLflow, Pandas, R, TensorFlow",Mid,Full-time,"Kimberlyfort, MN",40634-94055,2024-07-31,Mid,"LangChain, BigQuery",ai_job_market
253,Phillips-Baker,Education,"R, Keras, PyTorch",Entry,Remote,"West James, SG",50432-62117,2025-05-15,Startup,KDB+,ai_job_market
254,Cochran-Bailey,Retail,"Pandas, GCP, C++, Reinforcement Learning",Senior,Internship,"West Andrew, NA",92187-143257,2024-05-28,Startup,MLflow,ai_job_market
255,Vazquez LLC,Education,"Azure, LangChain, Reinforcement Learning",Mid,Full-time,"East Bruce, AM",139231-220256,2025-03-21,Startup,"PyTorch, FastAPI",ai_job_market
256,Carey and Sons,Education,"Keras, Excel, SQL, Python, Scikit-learn",Entry,Remote,"Robertfort, LK",116281-126487,2024-06-19,Mid,"FastAPI, Scikit-learn, MLflow",ai_job_market
257,"Marshall, Mccoy and Montgomery",Healthcare,"Power BI, C++, NumPy",Senior,Internship,"Greggbury, KI",66964-130664,2024-10-15,Large,"PyTorch, BigQuery",ai_job_market
258,Hart-Peterson,Automotive,"Excel, FastAPI, Hugging Face, C++, GCP, R",Senior,Remote,"South Christopher, CN",72900-93392,2023-10-21,Mid,"Scikit-learn, TensorFlow",ai_job_market
259,Clark-Sharp,Retail,"Reinforcement Learning, MLflow, Hugging Face, CUDA, Flask",Senior,Full-time,"Lake Mark, BN",122910-218807,2024-04-09,Startup,"MLflow, BigQuery, LangChain",ai_job_market
260,"Daniels, Martinez and Brown",E-commerce,"AWS, Power BI, GCP, NumPy, Flask",Senior,Remote,"Mariestad, SG",60661-137033,2025-08-14,Mid,"LangChain, FastAPI",ai_job_market
261,Lawson-Mitchell,Finance,"Azure, Flask, CUDA, TensorFlow",Entry,Full-time,"Jacobchester, PL",51191-106210,2024-09-02,Large,"Scikit-learn, LangChain",ai_job_market
262,"James, Johnson and Pineda",Education,"FastAPI, Pandas, Scikit-learn",Entry,Contract,"Maxwellburgh, JO",67972-161749,2025-07-22,Large,"Scikit-learn, PyTorch",ai_job_market
263,Allen-Parker,Healthcare,"FastAPI, Keras, TensorFlow, SQL, C++, GCP",Mid,Internship,"North Dakota, BJ",43847-66742,2025-03-30,Startup,"LangChain, KDB+, Scikit-learn",ai_job_market
264,Russell and Sons,Automotive,"Excel, CUDA, Reinforcement Learning, R, FastAPI, Keras",Mid,Remote,"Gallegosbury, MG",66723-83982,2024-12-08,Startup,KDB+,ai_job_market
265,"Peters, Mcdaniel and Adams",E-commerce,"Excel, GCP, CUDA, Azure",Entry,Internship,"Pruittchester, PG",149030-200926,2024-02-18,Mid,"LangChain, BigQuery, MLflow",ai_job_market
